0	0	11.115	11.785	Pedestrian
1	0	11.035	11.785	Pedestrian
2	0	10.975	11.825	Pedestrian
3	0	10.915	11.845	Pedestrian
4	0	10.84	11.865	Pedestrian
5	0	10.78	11.905	Pedestrian
6	0	10.72	11.925	Pedestrian
7	0	10.66	11.945	Pedestrian
8	0	10.58	11.965	Pedestrian
9	0	10.52	12.01	Pedestrian
10	0	10.465	12.03	Pedestrian
11	0	10.385	12.05	Pedestrian
12	0	10.325	12.09	Pedestrian
13	0	10.265	12.09	Pedestrian
14	0	10.205	12.135	Pedestrian
15	0	10.125	12.175	Pedestrian
16	0	10.07	12.175	Pedestrian
17	0	10.01	12.215	Pedestrian
18	0	9.95	12.255	Pedestrian
19	0	9.87	12.255	Pedestrian
20	0	9.81	12.295	Pedestrian
21	0	9.75	12.335	Pedestrian
22	0	9.69	12.335	Pedestrian
23	0	9.635	12.375	Pedestrian
24	0	9.575	12.415	Pedestrian
25	0	9.495	12.415	Pedestrian
26	0	9.435	12.455	Pedestrian
27	0	9.375	12.495	Pedestrian
28	0	9.315	12.495	Pedestrian
29	0	9.26	12.535	Pedestrian
30	0	9.2	12.575	Pedestrian
31	0	9.14	12.615	Pedestrian
32	0	9.1	12.675	Pedestrian
33	0	9.04	12.735	Pedestrian
34	0	9.0	12.795	Pedestrian
35	0	8.94	12.885	Pedestrian
36	0	8.9	12.925	Pedestrian
37	0	8.845	13.005	Pedestrian
38	0	8.825	13.045	Pedestrian
39	0	8.785	13.125	Pedestrian
40	0	8.745	13.205	Pedestrian
41	0	8.725	13.245	Pedestrian
42	0	8.685	13.325	Pedestrian
43	0	8.645	13.365	Pedestrian
44	0	8.625	13.445	Pedestrian
45	0	8.585	13.485	Pedestrian
46	0	8.545	13.565	Pedestrian
47	0	8.525	13.655	Pedestrian
48	0	8.49	13.695	Pedestrian
49	0	8.45	13.775	Pedestrian
50	0	8.43	13.815	Pedestrian
51	0	8.39	13.895	Pedestrian
52	0	8.37	13.975	Pedestrian
53	0	8.35	13.935	Pedestrian
54	0	8.35	13.935	Pedestrian
55	0	8.31	14.015	Pedestrian
56	0	8.27	14.135	Pedestrian
57	0	8.23	14.255	Pedestrian
58	0	8.19	14.38	Pedestrian
59	0	8.17	14.465	Pedestrian
60	0	8.15	14.545	Pedestrian
61	0	8.13	14.625	Pedestrian
62	0	8.11	14.705	Pedestrian
63	0	8.095	14.785	Pedestrian
64	0	8.075	14.865	Pedestrian
65	0	8.055	14.945	Pedestrian
66	0	8.055	15.025	Pedestrian
67	0	8.015	15.065	Pedestrian
68	0	7.975	15.105	Pedestrian
69	0	7.935	15.195	Pedestrian
70	0	7.895	15.235	Pedestrian
71	0	7.855	15.315	Pedestrian
72	0	7.815	15.355	Pedestrian
73	0	7.775	15.395	Pedestrian
74	0	7.735	15.475	Pedestrian
75	0	7.7	15.515	Pedestrian
76	0	7.66	15.595	Pedestrian
77	0	7.6	15.635	Pedestrian
78	0	7.56	15.715	Pedestrian
79	0	7.5	15.795	Pedestrian
80	0	7.46	15.835	Pedestrian
81	0	7.42	15.92	Pedestrian
82	0	7.36	16.005	Pedestrian
83	0	7.32	16.045	Pedestrian
84	0	7.265	16.125	Pedestrian
85	0	7.225	16.205	Pedestrian
86	0	7.185	16.245	Pedestrian
87	0	7.125	16.325	Pedestrian
88	0	7.085	16.405	Pedestrian
89	0	7.045	16.485	Pedestrian
90	0	6.985	16.525	Pedestrian
91	0	6.925	16.605	Pedestrian
92	0	6.87	16.645	Pedestrian
93	0	6.83	16.73	Pedestrian
94	0	6.77	16.775	Pedestrian
95	0	6.71	16.855	Pedestrian
96	0	6.65	16.895	Pedestrian
97	0	6.61	16.975	Pedestrian
98	0	6.55	17.015	Pedestrian
99	0	6.495	17.095	Pedestrian
100	0	6.455	17.175	Pedestrian
101	0	6.395	17.215	Pedestrian
102	0	6.335	17.295	Pedestrian
103	0	6.285	17.375	Pedestrian
104	0	6.235	17.415	Pedestrian
105	0	6.175	17.5	Pedestrian
106	0	6.125	17.585	Pedestrian
107	0	6.07	17.625	Pedestrian
108	0	6.03	17.705	Pedestrian
109	0	5.97	17.785	Pedestrian
110	0	5.91	17.825	Pedestrian
111	0	5.86	17.905	Pedestrian
112	0	5.81	17.985	Pedestrian
113	0	5.75	18.025	Pedestrian
114	0	5.705	18.105	Pedestrian
115	0	5.645	18.185	Pedestrian
